user_id,variant,signed_up
42891,Control,0
79452,Treatment,1
16877,Control,0
85252,Treatment,0
29252,Control,0
79489,Treatment,0
34951,Control,0
39404,Control,0
57431,Treatment,0
57770,Treatment,0
87274,Treatment,0
98514,Treatment,0
9782,Control,1
12046,Control,0
61293,Treatment,0
75135,Treatment,0
46526,Control,0
67273,Treatment,1
30454,Control,0
27078,Control,0
10853,Control,0
32228,Control,0
94417,Treatment,0
97586,Treatment,0
17394,Control,1
62657,Treatment,0
35694,Control,0
28050,Control,1
26963,Control,0
82428,Treatment,1
55449,Treatment,0
42932,Control,1
65969,Treatment,0
75462,Treatment,0
86164,Treatment,0
92167,Treatment,0
80588,Treatment,0
60723,Treatment,1
15265,Control,1
62161,Treatment,0
79571,Treatment,0
526,Control,1
80799,Treatment,0
4209,Control,0
75965,Treatment,0
43765,Control,1
51878,Treatment,0
71749,Treatment,1
94014,Treatment,0
22517,Control,1
12378,Control,1
31088,Control,0
27244,Control,0
75639,Treatment,0
9478,Control,1
90233,Treatment,0
15607,Control,0
49282,Control,1
17002,Control,0
83288,Treatment,0
57710,Treatment,1
6494,Control,0
14424,Control,0
68044,Treatment,0
11882,Control,1
9138,Control,0
15384,Control,0
1080,Control,1
67804,Treatment,0
13965,Control,0
33668,Control,0
21155,Control,0
72535,Treatment,0
38358,Control,0
34911,Control,0
3739,Control,0
82047,Treatment,0
13661,Control,0
30435,Control,0
66859,Treatment,1
48705,Control,0
52668,Treatment,0
82726,Treatment,0
32922,Control,0
5196,Control,1
47455,Control,0
90159,Treatment,0
41965,Control,0
73487,Treatment,0
66789,Treatment,0
97209,Treatment,1
99079,Treatment,0
69425,Treatment,0
5667,Control,0
57317,Treatment,0
29625,Control,1
75390,Treatment,1
1217,Control,0
98983,Treatment,0
24044,Control,0
23868,Control,0
28889,Control,0
89913,Treatment,1
18652,Control,1
27753,Control,0
14512,Control,0
19756,Control,0
48804,Control,0
88085,Treatment,0
91785,Treatment,0
20800,Control,1
79679,Treatment,1
25696,Control,0
97793,Treatment,0
36329,Control,0
29527,Control,0
97816,Treatment,0
81123,Treatment,0
22311,Control,0
83421,Treatment,0
11946,Control,0
68625,Treatment,0
93507,Treatment,1
61758,Treatment,0
60875,Treatment,0
15062,Control,0
63400,Treatment,0
36280,Control,0
84446,Treatment,0
2733,Control,0
82732,Treatment,0
77297,Treatment,1
93051,Treatment,0
38469,Control,0
1880,Control,0
92762,Treatment,1
73498,Treatment,0
85179,Treatment,1
21806,Control,0
57136,Treatment,0
83273,Treatment,0
95845,Treatment,0
34597,Control,0
85755,Treatment,0
10273,Control,0
37106,Control,0
86942,Treatment,1
13734,Control,0
8337,Control,0
60663,Treatment,1
78745,Treatment,1
22839,Control,0
77327,Treatment,0
96495,Treatment,0
88638,Treatment,0
5334,Control,0
24382,Control,0
86743,Treatment,0
67964,Treatment,0
63415,Treatment,1
69947,Treatment,1
77229,Treatment,0
82877,Treatment,0
68020,Treatment,0
38818,Control,0
81341,Treatment,1
42796,Control,0
89696,Treatment,0
58155,Treatment,0
42448,Control,1
69492,Treatment,0
55905,Treatment,0
9951,Control,0
879,Control,0
24068,Control,0
97146,Treatment,0
84566,Treatment,0
21464,Control,0
71354,Treatment,0
8982,Control,0
663,Control,1
94013,Treatment,0
22183,Control,0
62864,Treatment,0
5266,Control,0
1874,Control,0
49357,Control,0
55060,Treatment,0
90356,Treatment,1
74080,Treatment,0
6111,Control,0
84297,Treatment,0
20880,Control,0
15801,Control,0
33106,Control,0
46743,Control,0
30765,Control,0
96955,Treatment,0
69685,Treatment,0
62909,Treatment,0
34242,Control,0
35964,Control,0
89455,Treatment,0
36322,Control,0
18584,Control,1
15897,Control,0
385,Control,0
49159,Control,0
50026,Treatment,0
14812,Control,0
75930,Treatment,0
66161,Treatment,0
54782,Treatment,1
66390,Treatment,0
26653,Control,0
26893,Control,0
55668,Treatment,0
71824,Treatment,0
99237,Treatment,0
13163,Control,0
82365,Treatment,0
58773,Treatment,0
30034,Control,1
93671,Treatment,0
68544,Treatment,0
92388,Treatment,0
68959,Treatment,0
89585,Treatment,0
13453,Control,0
59782,Treatment,0
56721,Treatment,0
22092,Control,0
41023,Control,0
77631,Treatment,0
85669,Treatment,0
33846,Control,0
22452,Control,0
96977,Treatment,1
88498,Treatment,0
74273,Treatment,1
50694,Treatment,0
25480,Control,0
91657,Treatment,0
27007,Control,0
81052,Treatment,0
79011,Treatment,1
32943,Control,0
93115,Treatment,1
72432,Treatment,0
27793,Control,1
24439,Control,0
95947,Treatment,0
76021,Treatment,0
81325,Treatment,0
31167,Control,1
76687,Treatment,0
23797,Control,0
13862,Control,1
74799,Treatment,0
10335,Control,0
14959,Control,0
65447,Treatment,0
8842,Control,0
98842,Treatment,0
63359,Treatment,0
2526,Control,1
9421,Control,0
10719,Control,0
91719,Treatment,0
70830,Treatment,1
32746,Control,1
19426,Control,0
493,Control,0
97508,Treatment,0
46889,Control,0
87060,Treatment,0
18964,Control,0
76510,Treatment,0
58805,Treatment,0
17261,Control,1
22849,Control,0
17440,Control,0
58370,Treatment,0
653,Control,0
62884,Treatment,1
42553,Control,1
88612,Treatment,1
68975,Treatment,1
71863,Treatment,0
96727,Treatment,0
7690,Control,1
38922,Control,0
49310,Control,0
36725,Control,0
77359,Treatment,0
88015,Treatment,0
44614,Control,1
52817,Treatment,0
16018,Control,0
81319,Treatment,0
60031,Treatment,0
7899,Control,0
95904,Treatment,0
31416,Control,0
84402,Treatment,0
20159,Control,1
8368,Control,0
54221,Treatment,0
88059,Treatment,1
35787,Control,0
64152,Treatment,1
66242,Treatment,0
90719,Treatment,1
33156,Control,0
88029,Treatment,0
50578,Treatment,0
7905,Control,1
99903,Treatment,0
78740,Treatment,0
86894,Treatment,0
14355,Control,0
69939,Treatment,0
65526,Treatment,0
82082,Treatment,0
32271,Control,0
82477,Treatment,0
77371,Treatment,1
62344,Treatment,0
82565,Treatment,1
44236,Control,1
6865,Control,0
50455,Treatment,0
14092,Control,0
10209,Control,0
68408,Treatment,0
33514,Control,0
63845,Treatment,0
53409,Treatment,0
49420,Control,0
46961,Control,0
65289,Treatment,1
85501,Treatment,0
1540,Control,0
94858,Treatment,0
98602,Treatment,0
8848,Control,0
76814,Treatment,0
41330,Control,0
14765,Control,0
2132,Control,0
8313,Control,0
50149,Treatment,0
74370,Treatment,0
80858,Treatment,0
9177,Control,0
96730,Treatment,0
32756,Control,0
30095,Control,0
19841,Control,0
65864,Treatment,0
15912,Control,0
42812,Control,1
18151,Control,0
53596,Treatment,0
6890,Control,0
83969,Treatment,0
18632,Control,0
45388,Control,0
18173,Control,0
75320,Treatment,1
53833,Treatment,1
32662,Control,0
67429,Treatment,0
50787,Treatment,0
36166,Control,0
16444,Control,0
31739,Control,0
77548,Treatment,0
69268,Treatment,0
33367,Control,0
51961,Treatment,0
87929,Treatment,0
9643,Control,0
32360,Control,0
12498,Control,1
21708,Control,0
9159,Control,0
46666,Control,1
55960,Treatment,1
44334,Control,1
84490,Treatment,0
26209,Control,0
73903,Treatment,0
27212,Control,0
41509,Control,0
62738,Treatment,0
19866,Control,0
64200,Treatment,0
37715,Control,0
74947,Treatment,0
45990,Control,0
57503,Treatment,0
97608,Treatment,1
96809,Treatment,1
87546,Treatment,0
25470,Control,0
42771,Control,0
77685,Treatment,0
53872,Treatment,0
57251,Treatment,0
7784,Control,0
25262,Control,0
10023,Control,0
46929,Control,0
65332,Treatment,0
42262,Control,0
52293,Treatment,0
15987,Control,0
76467,Treatment,0
54887,Treatment,0
76358,Treatment,0
11787,Control,0
65848,Treatment,1
22797,Control,1
36753,Control,0
32831,Control,0
60546,Treatment,0
70485,Treatment,1
56999,Treatment,1
66538,Treatment,0
6539,Control,0
12869,Control,1
94982,Treatment,0
7173,Control,0
53231,Treatment,0
6660,Control,0
55391,Treatment,0
27270,Control,0
30043,Control,1
74646,Treatment,0
62108,Treatment,0
94892,Treatment,0
13434,Control,0
62268,Treatment,0
83905,Treatment,0
61720,Treatment,0
25232,Control,0
10252,Control,1
12337,Control,0
46041,Control,0
56486,Treatment,1
40017,Control,0
58896,Treatment,0
88659,Treatment,0
4871,Control,0
9348,Control,0
37176,Control,0
36562,Control,0
52349,Treatment,0
45709,Control,0
37655,Control,1
10412,Control,0
17866,Control,0
63832,Treatment,0
92950,Treatment,0
57321,Treatment,1
25651,Control,0
41499,Control,0
19151,Control,0
73776,Treatment,0
53122,Treatment,0
63133,Treatment,1
35627,Control,0
83418,Treatment,0
27455,Control,0
76919,Treatment,0
82265,Treatment,0
26620,Control,0
95954,Treatment,0
47423,Control,1
70542,Treatment,0
78081,Treatment,0
26531,Control,1
93978,Treatment,0
94889,Treatment,0
92497,Treatment,0
14250,Control,0
27471,Control,0
145,Control,0
46493,Control,0
52690,Treatment,1
4684,Control,0
97709,Treatment,0
80330,Treatment,1
78575,Treatment,0
74542,Treatment,0
93819,Treatment,0
4371,Control,0
65256,Treatment,0
7982,Control,0
74560,Treatment,0
14141,Control,0
53854,Treatment,1
71104,Treatment,1
59792,Treatment,0
95761,Treatment,1
16293,Control,0
65381,Treatment,0
1143,Control,0
84975,Treatment,0
3381,Control,1
9644,Control,0
40193,Control,1
207,Control,1
90546,Treatment,1
87412,Treatment,0
27440,Control,0
78935,Treatment,1
38781,Control,0
95833,Treatment,0
79051,Treatment,0
3627,Control,0
15826,Control,0
26600,Control,0
62101,Treatment,0
69913,Treatment,0
39772,Control,0
77464,Treatment,0
82224,Treatment,0
96626,Treatment,0
33112,Control,0
94131,Treatment,0
57197,Treatment,0
95860,Treatment,0
92079,Treatment,0
39037,Control,0
5526,Control,0
12755,Control,0
46528,Control,0
63291,Treatment,0
11268,Control,0
45932,Control,0
27494,Control,0
78877,Treatment,0
3621,Control,0
55851,Treatment,0
70868,Treatment,0
53790,Treatment,0
27556,Control,1
29676,Control,0
22256,Control,1
5103,Control,0
54024,Treatment,0
82225,Treatment,0
9266,Control,0
50289,Treatment,1
32309,Control,0
54815,Treatment,0
9682,Control,1
44811,Control,1
25382,Control,0
14067,Control,0
49322,Control,0
11277,Control,1
69751,Treatment,0
36107,Control,0
40394,Control,1
5655,Control,0
21148,Control,0
79367,Treatment,1
55684,Treatment,1
70633,Treatment,0
80147,Treatment,1
34500,Control,0
13321,Control,0
27043,Control,0
48230,Control,0
47317,Control,0
31210,Control,1
73595,Treatment,0
54268,Treatment,0
65424,Treatment,0
83976,Treatment,0
25069,Control,0
55447,Treatment,0
42535,Control,0
91618,Treatment,1
23308,Control,1
92224,Treatment,0
36992,Control,1
34705,Control,0
1998,Control,1
19592,Control,0
9410,Control,0
68532,Treatment,0
36422,Control,0
22976,Control,0
13395,Control,0
27559,Control,1
41200,Control,1
14543,Control,0
90606,Treatment,1
6253,Control,0
86620,Treatment,1
3880,Control,0
54661,Treatment,0
20545,Control,0
3240,Control,0
19042,Control,0
67834,Treatment,0
51458,Treatment,0
86818,Treatment,1
85595,Treatment,1
15056,Control,0
44957,Control,1
87671,Treatment,0
13155,Control,0
13036,Control,0
48900,Control,0
34557,Control,0
94991,Treatment,0
46428,Control,0
16594,Control,1
26447,Control,0
2243,Control,0
10046,Control,0
69787,Treatment,0
16259,Control,0
37801,Control,0
45180,Control,0
57073,Treatment,0
74410,Treatment,0
14883,Control,0
42042,Control,0
82934,Treatment,0
15740,Control,0
61322,Treatment,1
52696,Treatment,0
49713,Control,0
4380,Control,0
26915,Control,0
72349,Treatment,1
36244,Control,1
62143,Treatment,0
80544,Treatment,0
10143,Control,0
58874,Treatment,0
99990,Treatment,0
14198,Control,0
29245,Control,1
83449,Treatment,0
6922,Control,1
36226,Control,0
48733,Control,0
73011,Treatment,0
88243,Treatment,0
94217,Treatment,0
55451,Treatment,0
94006,Treatment,0
88026,Treatment,1
25930,Control,0
83570,Treatment,0
64776,Treatment,0
14940,Control,0
36071,Control,0
67947,Treatment,0
69565,Treatment,0
37362,Control,0
9504,Control,0
13526,Control,0
57392,Treatment,0
17819,Control,0
76259,Treatment,0
83615,Treatment,1
16110,Control,1
95594,Treatment,1
84784,Treatment,0
37340,Control,0
81356,Treatment,0
43457,Control,0
56961,Treatment,0
81690,Treatment,0
17180,Control,0
29260,Control,0
62223,Treatment,0
58536,Treatment,0
32290,Control,0
74740,Treatment,0
82852,Treatment,1
3824,Control,0
5836,Control,0
29052,Control,0
54415,Treatment,1
42823,Control,0
31851,Control,0
50435,Treatment,0
9455,Control,0
70758,Treatment,1
5605,Control,0
70299,Treatment,0
11866,Control,0
72436,Treatment,0
31614,Control,0
78741,Treatment,0
56260,Treatment,0
75765,Treatment,0
5856,Control,0
53819,Treatment,0
74593,Treatment,1
57075,Treatment,0
30534,Control,1
97503,Treatment,1
64668,Treatment,0
52087,Treatment,1
33377,Control,1
71220,Treatment,0
46518,Control,0
10144,Control,1
76395,Treatment,1
97756,Treatment,0
23257,Control,0
44664,Control,0
67710,Treatment,0
6599,Control,0
72369,Treatment,0
5307,Control,0
2398,Control,0
44812,Control,0
32366,Control,0
1858,Control,1
23400,Control,0
77526,Treatment,0
13290,Control,0
87897,Treatment,0
54793,Treatment,0
53397,Treatment,0
86668,Treatment,0
38559,Control,1
85375,Treatment,0
61855,Treatment,0
94826,Treatment,0
35754,Control,0
50134,Treatment,1
34330,Control,0
89546,Treatment,0
30249,Control,0
42692,Control,0
93976,Treatment,0
96105,Treatment,1
33326,Control,0
17317,Control,1
10386,Control,0
49082,Control,0
86589,Treatment,0
19947,Control,0
75721,Treatment,1
73230,Treatment,0
35402,Control,0
15555,Control,1
29047,Control,0
87858,Treatment,1
80200,Treatment,0
4592,Control,0
13879,Control,0
3982,Control,1
91678,Treatment,0
82870,Treatment,0
77841,Treatment,1
42170,Control,0
68268,Treatment,0
22373,Control,0
81821,Treatment,0
88786,Treatment,0
26462,Control,1
37718,Control,0
63866,Treatment,1
39260,Control,0
30471,Control,1
42510,Control,0
75417,Treatment,0
28642,Control,1
67524,Treatment,1
70599,Treatment,0
5510,Control,0
4108,Control,0
16626,Control,0
55909,Treatment,0
99989,Treatment,0
17474,Control,0
88346,Treatment,0
40434,Control,0
49180,Control,1
37592,Control,0
57522,Treatment,0
25197,Control,0
11049,Control,0
88734,Treatment,1
24712,Control,0
21720,Control,0
99895,Treatment,0
379,Control,0
92142,Treatment,0
61312,Treatment,1
94848,Treatment,1
72426,Treatment,0
79637,Treatment,0
65675,Treatment,0
38918,Control,0
19517,Control,0
51122,Treatment,0
88231,Treatment,0
5069,Control,1
75821,Treatment,0
97398,Treatment,0
10160,Control,0
80430,Treatment,0
45,Control,0
49645,Control,0
16527,Control,0
68048,Treatment,0
41183,Control,0
28857,Control,0
19044,Control,1
51070,Treatment,0
73714,Treatment,0
59265,Treatment,1
79264,Treatment,0
26262,Control,1
3671,Control,0
15454,Control,1
12079,Control,0
35215,Control,0
69632,Treatment,0
94406,Treatment,0
16150,Control,0
44439,Control,0
52514,Treatment,0
63852,Treatment,0
5979,Control,0
38189,Control,1
20399,Control,1
86523,Treatment,0
60409,Treatment,0
5167,Control,0
69828,Treatment,0
19893,Control,0
78825,Treatment,0
19204,Control,0
36342,Control,0
68938,Treatment,1
98859,Treatment,0
64837,Treatment,1
68388,Treatment,0
97561,Treatment,0
48229,Control,0
27173,Control,0
54757,Treatment,0
71145,Treatment,0
69311,Treatment,0
70960,Treatment,0
74992,Treatment,0
25657,Control,0
93777,Treatment,0
54452,Treatment,1
53305,Treatment,0
5964,Control,0
82399,Treatment,0
91625,Treatment,0
14459,Control,0
284,Control,0
32124,Control,1
35709,Control,0
78667,Treatment,0
59923,Treatment,1
91088,Treatment,0
8123,Control,0
97276,Treatment,0
79321,Treatment,0
21281,Control,0
39852,Control,0
45534,Control,0
34783,Control,0
71637,Treatment,0
47119,Control,0
24152,Control,0
33831,Control,0
55709,Treatment,1
40388,Control,1
5559,Control,0
65693,Treatment,0
19124,Control,1
40887,Control,0
73673,Treatment,0
40422,Control,0
20056,Control,0
1879,Control,0
11547,Control,0
71922,Treatment,0
49738,Control,0
26853,Control,0
98423,Treatment,0
56692,Treatment,0
37484,Control,1
93677,Treatment,1
55775,Treatment,0
28212,Control,0
49164,Control,0
10484,Control,0
14809,Control,0
10091,Control,1
51164,Treatment,0
7557,Control,1
93715,Treatment,1
6504,Control,0
22486,Control,0
89120,Treatment,0
10883,Control,1
40002,Control,0
90699,Treatment,0
83020,Treatment,1
98023,Treatment,1
1279,Control,0
34677,Control,0
29935,Control,0
58992,Treatment,0
47752,Control,0
53693,Treatment,0
20644,Control,0
93578,Treatment,0
7003,Control,0
65024,Treatment,0
42049,Control,0
85020,Treatment,0
11064,Control,0
88931,Treatment,0
10909,Control,0
12924,Control,0
27285,Control,0
85391,Treatment,1
30913,Control,1
18731,Control,0
37071,Control,1
10730,Control,0
23167,Control,0
39541,Control,0
67819,Treatment,0
92655,Treatment,1
51587,Treatment,0
31324,Control,0
49597,Control,0
89833,Treatment,0
45253,Control,0
67349,Treatment,1
15794,Control,1
60103,Treatment,0
17281,Control,0
56073,Treatment,0
66874,Treatment,0
51418,Treatment,0
49548,Control,0
96279,Treatment,0
15799,Control,0
69521,Treatment,0
42556,Control,0
23470,Control,0
64161,Treatment,1
90781,Treatment,1
43254,Control,1
49775,Control,0
35020,Control,0
89442,Treatment,0
38234,Control,0
81624,Treatment,1
897,Control,0
51322,Treatment,0
57510,Treatment,0
21536,Control,1
13287,Control,0
22716,Control,0
29749,Control,0
62699,Treatment,0
75776,Treatment,0
873,Control,0
23927,Control,0
26126,Control,0
24659,Control,0
92608,Treatment,1
87037,Treatment,0
55468,Treatment,0
82226,Treatment,0
67922,Treatment,1
56307,Treatment,0
77033,Treatment,0
11553,Control,0
83315,Treatment,0
72368,Treatment,0
39453,Control,0
86877,Treatment,0
3084,Control,0
18321,Control,0
21159,Control,0
57569,Treatment,0
70304,Treatment,1
65865,Treatment,0
96121,Treatment,0
87023,Treatment,0
4503,Control,0
87661,Treatment,1
28139,Control,0
16939,Control,1
62472,Treatment,0
77769,Treatment,0
10933,Control,0
54146,Treatment,0
2695,Control,0
81548,Treatment,0
25701,Control,0
69081,Treatment,1
80556,Treatment,0
26746,Control,0
77483,Treatment,1
81162,Treatment,0
48368,Control,0
21135,Control,1
63014,Treatment,0
18284,Control,0
10981,Control,0
88611,Treatment,0
12158,Control,0
95699,Treatment,1
69226,Treatment,0
86324,Treatment,0
56985,Treatment,0
52317,Treatment,0
51184,Treatment,0
57030,Treatment,0
88727,Treatment,0
65490,Treatment,1
32416,Control,0
61360,Treatment,0
41122,Control,0
18663,Control,0
69278,Treatment,0
46400,Control,0
7514,Control,1
340,Control,0
36973,Control,1
94261,Treatment,0
23137,Control,0
55989,Treatment,0
55847,Treatment,0
59166,Treatment,0
48079,Control,0
17364,Control,1
51073,Treatment,0
56587,Treatment,0
72014,Treatment,0
46123,Control,0
17812,Control,1
96133,Treatment,0
15269,Control,0
28010,Control,0
94808,Treatment,0
17145,Control,0
63846,Treatment,0
42154,Control,1
1586,Control,0
21696,Control,0
59105,Treatment,0
9453,Control,0
72546,Treatment,0
22129,Control,1
63670,Treatment,1
68862,Treatment,0
91244,Treatment,0
64563,Treatment,0
38072,Control,0
90657,Treatment,0
60314,Treatment,0
99176,Treatment,0
73554,Treatment,0
6324,Control,0
32196,Control,0
32047,Control,1
74437,Treatment,0
98474,Treatment,0
20373,Control,0
85232,Treatment,0
21853,Control,0
37805,Control,0
77405,Treatment,0
85243,Treatment,0
10292,Control,0
78966,Treatment,0
86277,Treatment,0
24264,Control,0
24970,Control,1
66812,Treatment,0
24058,Control,0
53353,Treatment,0
1671,Control,0
74314,Treatment,1
92140,Treatment,0
27436,Control,0
32508,Control,0
86414,Treatment,0
14235,Control,0
12035,Control,1
93401,Treatment,0
55499,Treatment,0
67365,Treatment,0
19232,Control,0
32645,Control,0
29466,Control,0
89975,Treatment,1
61194,Treatment,0
3567,Control,0
64179,Treatment,1
87230,Treatment,0
67362,Treatment,0
52422,Treatment,1
17444,Control,1
55842,Treatment,0
79036,Treatment,0
20510,Control,1
98632,Treatment,0
30050,Control,0
22935,Control,0
28164,Control,0
17897,Control,0
4126,Control,0
48278,Control,0
62668,Treatment,0
1558,Control,1
18926,Control,0
91262,Treatment,1
54335,Treatment,0
16332,Control,0
20823,Control,1
81441,Treatment,1
36517,Control,0
4674,Control,1
33700,Control,0
80694,Treatment,0
23798,Control,0
35749,Control,0
43679,Control,1
76260,Treatment,1
88143,Treatment,0
78129,Treatment,0
19136,Control,1
14793,Control,0
69340,Treatment,1
86573,Treatment,0
26973,Control,0
84492,Treatment,0
36281,Control,1
97207,Treatment,0
83803,Treatment,1
2422,Control,0
67046,Treatment,1
58211,Treatment,0
91285,Treatment,0
88615,Treatment,0
5946,Control,0
74137,Treatment,0
64222,Treatment,0
13319,Control,0
90913,Treatment,0
9270,Control,0
60382,Treatment,0
35916,Control,0
18427,Control,0
96431,Treatment,0
11838,Control,0
34621,Control,1
62612,Treatment,0
89518,Treatment,0
66673,Treatment,0
95266,Treatment,0
57124,Treatment,0
41146,Control,0
57817,Treatment,0
94836,Treatment,1
44097,Control,1
69228,Treatment,0
7740,Control,1
64975,Treatment,0
49958,Control,0
10450,Control,1
15190,Control,0
35759,Control,0
92570,Treatment,0
72751,Treatment,1
80927,Treatment,0
8855,Control,0
17773,Control,0
31024,Control,0
59807,Treatment,0
71333,Treatment,0
35775,Control,1
30456,Control,0
95439,Treatment,0
65556,Treatment,0
92989,Treatment,0
76543,Treatment,0
42549,Control,0
8143,Control,0
59565,Treatment,1
18432,Control,0
70918,Treatment,0
78000,Treatment,0
97947,Treatment,0
9755,Control,0
70890,Treatment,0
7305,Control,1
8878,Control,0
39497,Control,0
50528,Treatment,0
80264,Treatment,0
943,Control,0
35141,Control,0
10404,Control,0
11588,Control,1
43463,Control,0
10942,Control,0
58484,Treatment,0
27107,Control,0
29505,Control,0
73727,Treatment,0
39837,Control,0
31828,Control,0
21336,Control,0
84785,Treatment,0
19458,Control,0
88518,Treatment,0
29599,Control,0
70898,Treatment,1
16819,Control,0
87924,Treatment,0
38735,Control,0
92403,Treatment,0
49124,Control,0
86875,Treatment,0
98785,Treatment,0
39617,Control,0
92733,Treatment,0
92594,Treatment,0
62487,Treatment,0
18563,Control,0
54620,Treatment,0
66387,Treatment,0
97205,Treatment,0
13210,Control,0
54213,Treatment,0
52206,Treatment,0
22864,Control,0
53738,Treatment,0
49468,Control,0
27175,Control,1
68613,Treatment,0
41610,Control,0
89247,Treatment,0
1391,Control,0
15972,Control,0
38638,Control,0
47272,Control,0
29062,Control,0
38372,Control,1
76002,Treatment,0
39183,Control,0
64629,Treatment,0
18843,Control,0
3300,Control,0
67855,Treatment,0
61588,Treatment,0
93886,Treatment,0
16266,Control,0
86228,Treatment,0
18214,Control,0
11414,Control,0
68205,Treatment,0
44887,Control,0
73684,Treatment,0
1698,Control,0
32979,Control,0
13975,Control,0
93399,Treatment,1
86456,Treatment,1
25397,Control,0
11504,Control,0
89246,Treatment,1
31318,Control,0
58218,Treatment,0
75926,Treatment,0
37377,Control,0
88114,Treatment,0
89538,Treatment,0
9611,Control,0
9560,Control,0
41446,Control,0
54136,Treatment,0
69891,Treatment,1
91095,Treatment,1
44194,Control,1
39280,Control,0
8317,Control,0
48817,Control,1
30400,Control,0
68087,Treatment,0
70344,Treatment,0
29651,Control,0
21245,Control,0
57171,Treatment,0
17868,Control,0
62874,Treatment,0
67015,Treatment,0
37259,Control,1
67225,Treatment,0
93437,Treatment,0
85559,Treatment,0
31644,Control,0
12257,Control,0
86485,Treatment,1
72342,Treatment,0
83604,Treatment,1
16914,Control,0
86492,Treatment,0
79927,Treatment,0
21828,Control,0
51947,Treatment,0
40672,Control,0
24080,Control,0
89429,Treatment,0
20925,Control,0
81009,Treatment,0
57580,Treatment,0
46134,Control,0
71910,Treatment,0
55522,Treatment,1
49333,Control,0
8922,Control,0
7499,Control,1
655,Control,0
26029,Control,0
1041,Control,0
43847,Control,0
76830,Treatment,0
32554,Control,0
64807,Treatment,0
71739,Treatment,0
89332,Treatment,1
85324,Treatment,1
2226,Control,0
37235,Control,0
52736,Treatment,0
37852,Control,0
79855,Treatment,1
49680,Control,0
83268,Treatment,0
42356,Control,0
36666,Control,0
47300,Control,0
51674,Treatment,1
66399,Treatment,0
98426,Treatment,0
18975,Control,0
2426,Control,0
17510,Control,0
15069,Control,0
24454,Control,0
27245,Control,0
91829,Treatment,0
95660,Treatment,0
53236,Treatment,0
74299,Treatment,1
53496,Treatment,0
5984,Control,1
3454,Control,0
75564,Treatment,0
53469,Treatment,0
78602,Treatment,0
32109,Control,0
93995,Treatment,0
69296,Treatment,0
22125,Control,1
66647,Treatment,0
41318,Control,0
46356,Control,1
86132,Treatment,0
1807,Control,0
77711,Treatment,1
59051,Treatment,0
32071,Control,0
82318,Treatment,0
33978,Control,0
7783,Control,0
62386,Treatment,0
40061,Control,0
90650,Treatment,0
52638,Treatment,0
61259,Treatment,0
92999,Treatment,0
6022,Control,0
85536,Treatment,1
25759,Control,0
67846,Treatment,0
79040,Treatment,0
34072,Control,1
92886,Treatment,0
23786,Control,0
2372,Control,1
62408,Treatment,0
3780,Control,0
31666,Control,0
90861,Treatment,0
30111,Control,0
46406,Control,0
7487,Control,0
33618,Control,0
37319,Control,0
14845,Control,0
92406,Treatment,0
45298,Control,1
70941,Treatment,1
3181,Control,1
67905,Treatment,1
15832,Control,0
74296,Treatment,0
37144,Control,0
3883,Control,1
88337,Treatment,0
56880,Treatment,0
99303,Treatment,0
20319,Control,0
13119,Control,0
80176,Treatment,1
62851,Treatment,0
86141,Treatment,0
44794,Control,0
36034,Control,0
93722,Treatment,0
20326,Control,0
25823,Control,0
87116,Treatment,0
86131,Treatment,0
13765,Control,0
94962,Treatment,0
95671,Treatment,0
35209,Control,0
22333,Control,1
59627,Treatment,0
36490,Control,0
58320,Treatment,0
86075,Treatment,0
77324,Treatment,0
88412,Treatment,0
12178,Control,0
2235,Control,0
26006,Control,0
19451,Control,0
23344,Control,1
93425,Treatment,1
72453,Treatment,0
5948,Control,0
70438,Treatment,1
87138,Treatment,0
34085,Control,0
38228,Control,0
59933,Treatment,0
78100,Treatment,1
1128,Control,0
472,Control,1
95316,Treatment,1
98521,Treatment,0
23492,Control,0
12929,Control,1
22924,Control,0
84879,Treatment,1
15308,Control,0
28218,Control,0
8715,Control,0
18354,Control,1
28190,Control,0
84404,Treatment,0
34033,Control,0
85208,Treatment,0
12768,Control,0
32121,Control,0
14284,Control,0
68754,Treatment,0
86647,Treatment,0
38886,Control,0
72451,Treatment,0
69293,Treatment,1
3459,Control,0
75656,Treatment,1
96173,Treatment,0
69792,Treatment,0
98330,Treatment,0
70424,Treatment,0
46429,Control,0
85132,Treatment,0
17542,Control,0
13636,Control,0
84342,Treatment,0
96852,Treatment,0
60766,Treatment,0
9279,Control,0
81182,Treatment,0
66995,Treatment,0
81208,Treatment,0
22049,Control,0
81927,Treatment,0
522,Control,0
70718,Treatment,0
83544,Treatment,0
63772,Treatment,0
8902,Control,0
47668,Control,0
67753,Treatment,0
649,Control,0
79492,Treatment,0
83826,Treatment,0
78311,Treatment,0
45559,Control,0
87636,Treatment,0
19998,Control,1
8094,Control,0
12114,Control,1
93125,Treatment,0
30184,Control,0
78921,Treatment,1
62117,Treatment,0
59300,Treatment,0
86311,Treatment,0
73631,Treatment,0
7579,Control,0
40843,Control,0
24557,Control,0
62378,Treatment,0
14646,Control,0
47148,Control,0
44527,Control,0
39762,Control,0
34159,Control,1
39219,Control,0
81417,Treatment,0
78138,Treatment,0
38007,Control,1
39902,Control,0
1467,Control,0
44830,Control,0
21436,Control,1
48294,Control,0
62107,Treatment,0
28811,Control,0
74801,Treatment,0
